id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.15,454914044,12262206,393954173.6231641,0.0,2026-08-10T07:01:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.15,161365528,3532895,139700459.12,0.0,2026-08-10T07:01:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,262.8,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.195343,56708081,4187.69,290298684.4836312,0.1,2026-08-10T07:01:20.000Z
eurite,euri,Eurite,EUR,1.16,38282150,12672878,33139851.48990108,0.0,2026-08-10T07:01:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.15,32580686,375315,28249434.53473563,0.1,2026-08-10T07:01:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195361,30274709,59513,154967358.3078149,0.1,2026-08-10T07:01:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27532802,290983,23807697.96723347,0.2,2026-08-10T07:01:20.000Z
xsgd,xsgd,XSGD,SGD,0.782157,12229406,282417,15635252.029569,0.0,2026-08-10T07:01:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.506e-05,9572826,4.67,173856905811.0,-2.4,2026-08-10T06:58:40.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.21,7124961,23.09,5907155.64,0.6,2026-08-10T06:02:40.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.13,6775653,3814908,6000000.0,-0.1,2026-08-10T07:01:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061496,4549477,134.22,73979922.21510787,0.5,2026-08-10T06:19:00.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01627962,3663127,9.23,225011899.7613014,0.4,2026-08-10T07:01:20.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,260.7,2026-06-21T12:25:40.000Z
par-stablecoin,par,Parallel,EUR,1.23,2751908,23.47,2240894.0,0.3,2026-08-10T06:42:00.000Z
brl1,brl1,BRL1,BRL,0.196047,2358614,98726,12030917.54,-0.1,2026-08-10T07:01:20.000Z
mxnb,mxnb,MXNB,MXN,0.058344,2084569,1221.96,35728831.30821,0.1,2026-08-10T07:01:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00071569,1834140,3.73,2562749226.197958,-0.3,2026-08-10T00:48:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.16,1709345,2802.18,1477568.542844753,0.2,2026-08-10T07:01:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,0.0,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.16,1667681,361.75,1443679.16389555,0.0,2026-08-10T07:01:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193803,1591158,189.85,8210152.499999999,-0.9,2026-08-10T07:01:20.000Z
bilira,tryb,BiLira,TRY,0.02028445,1261500,41.86,62190499.273955,0.4,2026-08-08T23:31:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,0.1,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.638e-05,1044891,41676,18534124233.14,-0.1,2026-08-10T07:01:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.053347,914537,1484.36,17143032.563007,-90.3,2026-08-10T07:01:20.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.15,625092,74.91,541573.9915460168,0.6,2026-08-10T07:01:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.15,542544,1696936,469929.4936,0.0,2026-08-10T07:01:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.051221,212766,17.26,4153902.7318629995,0.6,2026-08-09T14:42:20.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.196158,211344,29.16,1077411.040401273,0.5,2026-08-10T07:01:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00063919,185344,1399.09,291000000.0,-0.1,2026-08-10T07:01:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,185153,2722.33,160000.0,0.0,2026-08-10T07:01:20.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774201,164835,9.56,21290848.61919865,0.0,2026-08-10T07:01:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.0003135,86808,139.63,276898753.7968985,2.0,2026-08-10T07:01:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,0.0,2026-06-24T03:06:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.058149,56335,209.5,968788.6930900001,-0.6,2026-08-10T07:01:20.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.06137,49985,2.45,814488.263125136,0.9,2026-08-07T20:32:10.000Z
real-mxn,mxne,Real MXN,MXN,0.03063871,43783,4.22,1428994.67,-47.6,2026-08-10T02:06:40.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01643841,26214,1.42,1594686.906908685,0.0,2026-08-09T16:25:40.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031217,21654,305.45,69366674.64504062,-1.1,2026-08-10T07:01:20.000Z
seur,seur,sEUR,EUR,0.01848619,18393.83,0.924309,995003.8666365609,0.7,2026-06-27T06:42:30.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,-100.0,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.459665,0.0,42.21,0.0,0.0,2026-08-10T07:01:20.000Z
