base_coin,base,target,market_name,market_identifier,converted_volume_usd,bid_ask_spread_pct,cost_to_move_up_usd,cost_to_move_down_usd,trust_score,is_stale,is_anomaly,last_traded_at,snapshot_utc
tether,USDT,EUR,Kraken,kraken,111471780,0.011686,4719536.096628206,3531008.2141751884,,False,False,2026-08-20T06:00:59+00:00,2026-08-20T06:02:26Z
tether,USDT,BRL,Binance,binance,77765503,0.011926,834675.8881269192,1289038.0596125992,,False,False,2026-08-20T06:00:59+00:00,2026-08-20T06:02:26Z
tether,USDT,BRL,Foxbit,foxbit,75042167,0.011926,4801958.436651696,3620136.153334249,,False,False,2026-08-20T06:00:57+00:00,2026-08-20T06:02:26Z
tether,USDT,PHP,Coins.ph,coinspro,59687652,0.016244,1782883.7876381685,1855918.2184105972,,False,False,2026-08-20T06:00:41+00:00,2026-08-20T06:02:26Z
tether,USDT,EUR,Niza.io,niza-global,55732452,0.011685,2295873.3654148974,1692171.461429902,,False,False,2026-08-20T06:01:02+00:00,2026-08-20T06:02:26Z
tether,USDT,TRY,Binance,binance,46015716,0.021008,2679204.510862455,366723.4047220688,,False,False,2026-08-20T06:00:59+00:00,2026-08-20T06:02:26Z
tether,USDT,ZAR,VALR,valr,34555436,0.01062,1201328.641028717,928918.2634243196,,False,False,2026-08-20T06:01:03+00:00,2026-08-20T06:02:26Z
tether,USDT,EUR,Coinbase Exchange,gdax,29229478,0.011169,379504.70989246207,328691.670813152,,False,False,2026-08-20T06:00:45+00:00,2026-08-20T06:02:26Z
tether,USDT,THB,Bitkub,bitkub,28915648,0.030469,3190445.2962666587,993531.3899592286,,False,False,2026-08-20T06:01:03+00:00,2026-08-20T06:02:26Z
tether,USDT,TRY,Bybit,bybit_spot,18875269,0.021008,782871.5197682997,629169.184345536,,False,False,2026-08-20T06:00:42+00:00,2026-08-20T06:02:26Z
tether,USDT,TRY,SAFEbit,bitci,14217762,0.087451,2348378.1358699286,2247384.8969652667,,False,False,2026-08-20T05:59:08+00:00,2026-08-20T06:02:26Z
tether,USDT,TRY,Paribu,paribu,13243355,0.352216,821422.1550076542,3484866.7144885613,,False,False,2026-08-20T06:00:41+00:00,2026-08-20T06:02:26Z
