coin_id,peg_ccy,base,target,market_name,market_identifier,converted_volume_usd,bid_ask_spread_pct,cost_to_move_up_usd,cost_to_move_down_usd,trust_score,is_stale,is_anomaly,last_traded_at,target_coin_id,snapshot_utc
eurc,EUR,EURC,USDC,Aerodrome Slipstream 3,aerodrome-slipstream-3,4546524,0.603373,9484.494146495548,9455.996454992497,,False,False,2026-08-11T06:39:51+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,Coinbase Exchange,gdax,3702104,0.018669,397949.0371568414,551012.245823365,,False,False,2026-08-11T06:38:35+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,3560697,0.602871,45976.96569806983,45838.82049343664,,False,False,2026-08-11T06:35:40+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,2033072,0.604428,2809.2551205729574,2800.814260729205,,False,False,2026-08-11T06:36:45+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,WETH,Aerodrome Slipstream 3,aerodrome-slipstream-3,1669044,0.603159,16891.62433834246,16840.870730195904,,False,False,2026-08-11T06:39:51+00:00,l2-standard-bridged-weth-base,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,Uniswap V4 (Ethereum),uniswap-v4-ethereum,1200142,0.603232,13094.872889347795,13055.52723294184,,False,False,2026-08-11T06:38:38+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,Orca,orca,1115441,0.604033,7229.104029412898,7207.383021071109,,False,False,2026-08-11T06:39:48+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,Uniswap V3 (Ethereum),uniswap_v3,879612,0.60279,101469.75610705321,101164.87386855269,,False,False,2026-08-11T06:34:24+00:00,usdc,2026-08-11T06:41:46Z
eurc,EUR,EURC,CBBTC,Aerodrome SlipStream,aerodrome-slipstream,524597,0.603913,8466.883186073548,8441.443070733476,,False,False,2026-08-11T06:38:21+00:00,coinbase-wrapped-btc,2026-08-11T06:41:46Z
eurc,EUR,EURC,EUR,Kraken,kraken,380450,0.02,253594.32223717874,267004.7976434845,,False,False,2026-08-11T06:08:04+00:00,,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDC,PancakeSwap V3 (Base),pancakeswap-v3-base,353869,0.604073,3441.806135722848,3431.464674390893,,False,False,2026-08-11T06:38:21+00:00,usdc,2026-08-11T06:41:46Z
bitcoin,EUR,BTC,EURC,Kraken,kraken,345222,0.267656,61994.03690213002,71794.12474009117,,False,False,2026-08-11T06:30:53+00:00,eurc,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDT,HTX,huobi,313888,1.566328,5.196823057807737,208.9897248086426,,False,True,2026-08-11T06:39:29+00:00,tether,2026-08-11T06:41:46Z
eurc,EUR,EURC,USD,Kraken,kraken,283479,0.017342,177176.67893107,188371.93215547,,False,False,2026-08-11T06:38:24+00:00,,2026-08-11T06:41:46Z
eurc,EUR,EURC,EURCV,Uniswap V3 (Ethereum),uniswap_v3,172920,0.60278,116115.82195569163,115766.93325149656,,False,False,2026-08-11T06:36:40+00:00,eur-coinvertible,2026-08-11T06:41:46Z
eurc,EUR,EURC,EUR,Bit2Me,bit2me,141915,0.029997,167230.4306033395,275813.0446407519,,False,False,2026-08-11T06:35:20+00:00,,2026-08-11T06:41:46Z
eurc,EUR,EURC,USDT,PancakeSwap V3 (Base),pancakeswap-v3-base,133517,0.606044,2012.5474330025527,2006.5004098302986,,False,True,2026-08-11T06:38:21+00:00,l2-standard-bridged-usdt-base,2026-08-11T06:41:46Z
