date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-08-12,2026-08-12T07:07:36.553821+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,f99168cf0a9c7055f46fb1ca5d9a38d48eb3bd5941bc867e2e9167c93af82ad5,1000,1000.0,1.0,16326.8,16.3268,0.030624400910728156,0.030624400910728156,1,False
2026-08-12,2026-08-12T07:07:36.553821+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,f99168cf0a9c7055f46fb1ca5d9a38d48eb3bd5941bc867e2e9167c93af82ad5,5000,5000.0,1.0,81634.0,16.3268,0.030624400910728156,0.030624400910728156,1,False
2026-08-12,2026-08-12T07:07:36.553821+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,f99168cf0a9c7055f46fb1ca5d9a38d48eb3bd5941bc867e2e9167c93af82ad5,10000,10000.0,1.0,163268.0,16.3268,0.030624400910728156,0.030624400910728156,1,False
2026-08-12,2026-08-12T07:07:36.553821+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,f99168cf0a9c7055f46fb1ca5d9a38d48eb3bd5941bc867e2e9167c93af82ad5,25000,25000.0,1.0,408169.99999999994,16.3268,0.030624400910728156,0.030624400910728156,1,False
2026-08-12,2026-08-12T07:07:36.553821+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,f99168cf0a9c7055f46fb1ca5d9a38d48eb3bd5941bc867e2e9167c93af82ad5,50000,50000.0,1.0,816339.9999999999,16.3268,0.030624400910728156,0.030624400910728156,1,False
2026-08-12,2026-08-12T07:07:36.553821+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,f99168cf0a9c7055f46fb1ca5d9a38d48eb3bd5941bc867e2e9167c93af82ad5,100000,100000.0,1.0,1632679.9999999998,16.3268,0.030624400910728156,0.030624400910728156,1,False
2026-08-12,2026-08-12T07:07:36.773765+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,ce95f79cc270e775a6787d8e2dd39781219561cbcf500068ba2e05754fb3992f,1000,1000.0,1.0,33070.0,33.07,1.5117157974309237,1.5117157974309237,1,False
2026-08-12,2026-08-12T07:07:36.773765+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,ce95f79cc270e775a6787d8e2dd39781219561cbcf500068ba2e05754fb3992f,5000,5000.0,1.0,165350.0,33.07,1.5117157974309237,1.5117157974309237,1,False
2026-08-12,2026-08-12T07:07:36.773765+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,ce95f79cc270e775a6787d8e2dd39781219561cbcf500068ba2e05754fb3992f,10000,10000.0,1.0,330700.0,33.07,1.5117157974309237,1.5117157974309237,1,False
2026-08-12,2026-08-12T07:07:36.773765+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,ce95f79cc270e775a6787d8e2dd39781219561cbcf500068ba2e05754fb3992f,25000,25000.0,1.0,826750.0,33.07,1.5117157974309237,1.5117157974309237,1,False
2026-08-12,2026-08-12T07:07:36.773765+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,ce95f79cc270e775a6787d8e2dd39781219561cbcf500068ba2e05754fb3992f,50000,50000.0,1.0,1653500.0,33.07,1.5117157974309237,1.5117157974309237,1,False
2026-08-12,2026-08-12T07:07:36.773765+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,ce95f79cc270e775a6787d8e2dd39781219561cbcf500068ba2e05754fb3992f,100000,100000.0,1.0,3307000.0,33.07,1.5117157974309237,1.5117157974309237,1,False
