date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-08-23,2026-08-23T06:09:40.380367+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,b172de15e14f3e016590de2253dfe8dee4b522b079e138ffdb590851d12a657b,1000,1000.0,1.0,16143.70071942,16.14370071942,2.012318475004271,2.0127640204481434,3,False
2026-08-23,2026-08-23T06:09:40.380367+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,b172de15e14f3e016590de2253dfe8dee4b522b079e138ffdb590851d12a657b,5000,5000.0,1.0,80718.50071942,16.143700143884,2.0126749113580367,2.0127640204481434,3,False
2026-08-23,2026-08-23T06:09:40.380367+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,b172de15e14f3e016590de2253dfe8dee4b522b079e138ffdb590851d12a657b,10000,9999.999999999998,0.9999999999999998,161432.1262101,16.14321262101,2.314603680568794,4.799668048763861,5,False
2026-08-23,2026-08-23T06:09:40.380367+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,b172de15e14f3e016590de2253dfe8dee4b522b079e138ffdb590851d12a657b,25000,25000.0,1.0,403520.1262101,16.140805048404,3.80564230148428,4.799668048763861,5,False
2026-08-23,2026-08-23T06:09:40.380367+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,b172de15e14f3e016590de2253dfe8dee4b522b079e138ffdb590851d12a657b,50000,50000.00000000001,1.0000000000000002,806990.92728084,16.139818545616798,4.416595321840022,8.639402487774506,9,False
2026-08-23,2026-08-23T06:09:40.380367+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,b172de15e14f3e016590de2253dfe8dee4b522b079e138ffdb590851d12a657b,100000,99999.99999999999,0.9999999999999999,1613174.99913157,16.131749991315704,9.413547873927675,19.16770659474265,23,False
2026-08-23,2026-08-23T06:09:40.714311+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,951a0499afdac6d5e310957ad991e7881b68038d7dfc56a325f98cc8b0362bb4,1000,1000.0,1.0,32560.000000000004,32.56,1.5353907569459757,1.5353907569459757,1,False
2026-08-23,2026-08-23T06:09:40.714311+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,951a0499afdac6d5e310957ad991e7881b68038d7dfc56a325f98cc8b0362bb4,5000,5000.0,1.0,162800.0,32.56,1.5353907569459757,1.5353907569459757,1,False
2026-08-23,2026-08-23T06:09:40.714311+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,951a0499afdac6d5e310957ad991e7881b68038d7dfc56a325f98cc8b0362bb4,10000,10000.0,1.0,325600.0,32.56,1.5353907569459757,1.5353907569459757,1,False
2026-08-23,2026-08-23T06:09:40.714311+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,951a0499afdac6d5e310957ad991e7881b68038d7dfc56a325f98cc8b0362bb4,25000,25000.0,1.0,814000.0,32.56,1.5353907569459757,1.5353907569459757,1,False
2026-08-23,2026-08-23T06:09:40.714311+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,951a0499afdac6d5e310957ad991e7881b68038d7dfc56a325f98cc8b0362bb4,50000,50000.0,1.0,1628000.0,32.56,1.5353907569459757,1.5353907569459757,1,False
2026-08-23,2026-08-23T06:09:40.714311+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,951a0499afdac6d5e310957ad991e7881b68038d7dfc56a325f98cc8b0362bb4,100000,100000.0,1.0,3256000.0,32.56,1.5353907569459757,1.5353907569459757,1,False
