base_coin,base,target,market_name,market_identifier,converted_volume_usd,bid_ask_spread_pct,cost_to_move_up_usd,cost_to_move_down_usd,trust_score,is_stale,is_anomaly,last_traded_at,snapshot_utc
tether,USDT,BRL,Binance,binance,99053533,0.01196,1821035.9693994224,2745125.9630262665,,False,False,2026-09-09T10:04:54+00:00,2026-09-09T10:06:01Z
tether,USDT,BRL,Foxbit,foxbit,84913997,0.011958,10056072.096997682,1289966.733655794,,False,False,2026-09-09T10:03:36+00:00,2026-09-09T10:06:01Z
tether,USDT,EUR,Kraken,kraken,69536821,0.011621,4093592.2693303134,5546023.757146942,,False,False,2026-09-09T10:04:56+00:00,2026-09-09T10:06:01Z
tether,USDT,PHP,Coins.ph,coinspro,46954846,0.015992,6206174.628926332,5877472.007675719,,False,False,2026-09-09T10:04:49+00:00,2026-09-09T10:06:01Z
tether,USDT,EUR,Bybit,bybit_spot,36786431,0.011623,2382064.082295725,4287463.903007281,,False,False,2026-09-09T10:04:54+00:00,2026-09-09T10:06:01Z
tether,USDT,EUR,Niza.io,niza-global,34791697,0.011621,1941517.9265496705,2731123.026802137,,False,False,2026-09-09T10:05:01+00:00,2026-09-09T10:06:01Z
tether,USDT,TRY,Binance,binance,28533980,0.020648,6000964.668977678,4226058.951755856,,False,False,2026-09-09T10:04:54+00:00,2026-09-09T10:06:01Z
tether,USDT,BRL,OKX,okex,24809949,0.011957,1860249.3516976775,1033241.9462570903,,False,False,2026-09-09T10:03:36+00:00,2026-09-09T10:06:01Z
tether,USDT,ZAR,VALR,valr,21821979,0.010617,775593.5353853886,1185801.4911847624,,False,False,2026-09-09T10:04:51+00:00,2026-09-09T10:06:01Z
tether,USDT,THB,Bitkub,bitkub,21510807,0.030404,1751653.8788335358,1681100.7826215066,,False,False,2026-09-09T10:04:58+00:00,2026-09-09T10:06:01Z
tether,USDT,EUR,Coinbase Exchange,gdax,13790347,0.011162,355908.68982438935,376768.2998141372,,False,False,2026-09-09T10:05:01+00:00,2026-09-09T10:06:01Z
tether,USDT,EUR,CEX.IO,cex,13173886,0.018137,4181434.525780241,6094597.450680646,,False,False,2026-09-09T10:02:59+00:00,2026-09-09T10:06:01Z
tether,USDT,TRY,OKX,okex,7733670,0.010317,604142.0066350327,3891757.2372507537,,False,False,2026-09-09T10:04:29+00:00,2026-09-09T10:06:01Z
tether,USDT,IDR,Indodax,indodax,7469153,,,,,False,False,2026-09-09T10:04:56+00:00,2026-09-09T10:06:01Z
tether,USDT,TRY,Paribu,paribu,6952088,0.012065,328741.77346715104,3037673.125181181,,False,False,2026-09-09T10:05:03+00:00,2026-09-09T10:06:01Z
tether,USDT,TRY,BtcTurk | Kripto,btcturk,5757950,0.012064,113728.39575529106,334638.24851142906,,False,False,2026-09-09T10:05:03+00:00,2026-09-09T10:06:01Z
tether,USDT,IDR,OSL Exchange,osl-exchange,3881528,0.034281,1633169.6502389817,1167323.3291970836,,False,False,2026-09-09T10:04:57+00:00,2026-09-09T10:06:01Z
tether,USDT,TRY,WhiteBIT,whitebit,3825418,0.020631,2832393.9538515005,614456.3208331199,,False,False,2026-09-09T10:04:17+00:00,2026-09-09T10:06:01Z
tether,USDT,EUR,OKX,okex,3674277,0.011631,1326511.9215547165,1612937.266401909,,False,False,2026-09-09T10:05:03+00:00,2026-09-09T10:06:01Z
tether,USDT,THB,Bitazza,bitazza,3323219,0.030414,1387358.0066828674,1448566.5179222357,,False,False,2026-09-09T10:04:18+00:00,2026-09-09T10:06:01Z
tether,USDT,IDR,TokoCrypto,toko_crypto,3293819,0.0157,674664.7740487743,167456.38201644312,,False,False,2026-09-09T10:04:53+00:00,2026-09-09T10:06:01Z
