coin_id,peg_ccy,base,target,market_name,market_identifier,converted_volume_usd,bid_ask_spread_pct,cost_to_move_up_usd,cost_to_move_down_usd,trust_score,is_stale,is_anomaly,last_traded_at,target_coin_id,snapshot_utc
eurc,EUR,EURC,USDC,Coinbase Exchange,gdax,7707330,0.018583,356311.51636548905,559049.0652649641,,False,False,2026-08-27T16:54:40+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,WETH,Aerodrome Slipstream 3,aerodrome-slipstream-3,5821819,0.603063,16185.959300395438,16137.325976604094,,False,False,2026-08-27T16:54:55+00:00,l2-standard-bridged-weth-base,2026-08-27T16:56:37Z
eurc,EUR,EURC,USDC,Aerodrome Slipstream 3,aerodrome-slipstream-3,5198309,0.603531,10628.71542537797,10596.779736601353,,False,False,2026-08-27T16:50:45+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,4652803,0.602851,51382.064148219884,51227.678454025845,,False,False,2026-08-27T16:54:41+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,2524104,0.610955,2471.399358001743,2463.9736402568283,,False,False,2026-08-27T16:54:41+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,USDC,Uniswap V4 (Ethereum),uniswap-v4-ethereum,1394861,0.603001,30096.624427887808,30006.194268410505,,False,False,2026-08-27T16:49:56+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,USDC,Orca,orca,1084396,0.60401,7779.043291043967,7755.66990154391,,False,False,2026-08-27T16:54:26+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,USDC,Uniswap V3 (Avalanche),uniswap-v3-avalanche,1075063,0.604958,4508.183985980333,4494.638420503978,,False,False,2026-08-27T16:54:32+00:00,usdc,2026-08-27T16:56:37Z
eurc,EUR,EURC,EURCV,Uniswap V3 (Ethereum),uniswap_v3,986673,0.602776,117770.8630628453,117417.00152086173,,False,False,2026-08-27T16:02:41+00:00,eur-coinvertible,2026-08-27T16:56:37Z
eurc,EUR,EURC,CBBTC,Aerodrome SlipStream,aerodrome-slipstream,693969,0.603391,7074.74694269853,7053.489725105152,,False,False,2026-08-27T16:54:41+00:00,coinbase-wrapped-btc,2026-08-27T16:56:37Z
