id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,470306313,12954150,406127233.9462221,0.2,2026-08-17T06:10:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,162872995,3200740,140671418.23,0.1,2026-08-17T06:10:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,262.8,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.190076,54478520,6990.18,286605941.6575419,-0.3,2026-08-17T06:10:20.000Z
eurite,euri,Eurite,EUR,1.16,38403963,14040608,33139851.48990108,0.2,2026-08-17T06:10:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.190147,32554989,106255,171204371.1770265,-0.3,2026-08-17T06:10:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,31499882,240062,27228922.20773579,0.2,2026-08-17T06:10:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,26365288,316498,22787456.16023363,0.2,2026-08-17T06:10:20.000Z
xsgd,xsgd,XSGD,SGD,0.782098,11939699,153229,15265550.179569,0.1,2026-08-17T06:10:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.625984,10731622,52.31,17143032.563007,1178.1,2026-08-17T06:10:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.458e-05,9489177,3.86,173856905811.0,-3.8,2026-08-17T04:41:10.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7023844,1533.61,5907155.64,0.0,2026-08-17T06:10:20.000Z
bilira,tryb,BiLira,TRY,0.02026601,5852245,12.78,288771449.461652,-0.1,2026-08-13T12:35:30.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.14,5244274,3493201,4613598.585709,-0.1,2026-08-17T06:10:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.06115,4524009,10.91,73979922.21510787,0.0,2026-08-17T06:10:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,0.0,2026-08-14T17:36:40.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,260.7,2026-06-21T12:25:40.000Z
par-stablecoin,par,Parallel,EUR,1.22,2728068,105.47,2240894.0,0.2,2026-08-17T06:10:20.000Z
brl1,brl1,BRL1,BRL,0.19182,2576235,44326,13430917.54,0.6,2026-08-17T06:10:20.000Z
mxnb,mxnb,MXNB,MXN,0.058549,2142670,1157.54,36594717.26821,0.1,2026-08-17T06:10:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.3,1916803,5424.78,1476540.902510964,3.9,2026-08-17T06:10:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00071671,1890794,7.33,2638160382.024693,0.0,2026-08-17T01:16:50.000Z
