date,layer,corridor,asset,venues,pairs,volume_24h_usd,depth_2pct_usd,median_spread_pct,unknown_venues,source_scope,api_pair_observed,observation_status,aggregation_assumption
2026-08-04,fiat,MYR,ALL_FRICTIONLESS,0.0,0.0,,,,,api_only,False,not_observed_in_api,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,MYR,USDC,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,MYR,USDT,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,NGN,ALL_FRICTIONLESS,0.0,0.0,,,,,api_only,False,not_observed_in_api,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,NGN,USDC,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,NGN,USDT,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,PEN,ALL_FRICTIONLESS,0.0,0.0,,,,,api_only,False,not_observed_in_api,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,PEN,USDC,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,PEN,USDT,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,PHP,ALL_FRICTIONLESS,2.0,2.0,83737872.0,8579870.833238468,0.016362500000000002,2.0,api_only,True,observed_depth,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,PHP,USDC,1.0,1.0,35113897.0,4400271.456969209,0.016356,1.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,PHP,USDT,1.0,1.0,48623975.0,4179599.376269258,0.016369,1.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,PKR,ALL_FRICTIONLESS,0.0,0.0,,,,,api_only,False,not_observed_in_api,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,PKR,USDC,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,PKR,USDT,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,SGD,ALL_FRICTIONLESS,5.0,5.0,783300.0,2095012.454912751,0.095448,2.0,api_only,True,observed_depth,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,SGD,USDC,3.0,3.0,306926.0,1205685.9177072456,0.077851,1.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,SGD,USDT,2.0,2.0,476374.0,889326.5372055054,0.113045,1.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,THB,ALL_FRICTIONLESS,5.0,5.0,19117241.65,3040752.7811971996,0.05991149999999999,3.0,api_only,True,observed_depth,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,THB,USDC,2.0,2.0,218951.65,192433.5103381209,0.08985599999999999,1.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,THB,USDT,3.0,3.0,18898290.0,2848319.2708590785,0.029967,2.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,TRY,ALL_FRICTIONLESS,17.0,17.0,81201281.41,16400669.443157908,0.06320224999999999,10.0,api_only,True,observed_depth,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,TRY,USDC,8.0,8.0,12556519.41,1368523.7383413268,0.08426349999999999,5.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,TRY,USDT,9.0,9.0,68644762.0,15032145.70481658,0.042141,5.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,UAH,ALL_FRICTIONLESS,1.0,1.0,1256622.0,19714.64169570275,0.02292,1.0,api_only,True,observed_depth,upper_bound_assuming_frictionless_USDT_USDC_conversion
2026-08-04,fiat,UAH,USDC,0.0,0.0,,,,,api_only,False,not_observed_in_api,asset_specific
2026-08-04,fiat,UAH,USDT,1.0,1.0,1256622.0,19714.64169570275,0.02292,1.0,api_only,True,observed_depth,asset_specific
2026-08-04,fiat,VND,ALL_FRICTIONLESS,0.0,0.0,,,,,api_only,False,not_observed_in_api,upper_bound_assuming_frictionless_USDT_USDC_conversion
