date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-08-08,2026-08-08T06:34:04.860671+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,3a094db5dcc47380ac35ca36b9c91c3a59fcc32399d0b01888219151edca95e5,1000,1000.0,1.0,16328.600000000002,16.3286,0.03062102500894781,0.03062102500894781,1,False
2026-08-08,2026-08-08T06:34:04.860671+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,3a094db5dcc47380ac35ca36b9c91c3a59fcc32399d0b01888219151edca95e5,5000,5000.0,1.0,81643.00000000001,16.3286,0.03062102500894781,0.03062102500894781,1,False
2026-08-08,2026-08-08T06:34:04.860671+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,3a094db5dcc47380ac35ca36b9c91c3a59fcc32399d0b01888219151edca95e5,10000,10000.0,1.0,163286.00000000003,16.3286,0.03062102500894781,0.03062102500894781,1,False
2026-08-08,2026-08-08T06:34:04.860671+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,3a094db5dcc47380ac35ca36b9c91c3a59fcc32399d0b01888219151edca95e5,25000,25000.0,1.0,408215.00000000006,16.3286,0.03062102500894781,0.03062102500894781,2,False
2026-08-08,2026-08-08T06:34:04.860671+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,3a094db5dcc47380ac35ca36b9c91c3a59fcc32399d0b01888219151edca95e5,50000,50000.0,1.0,816430.0000000001,16.3286,0.03062102500894781,0.03062102500894781,4,False
2026-08-08,2026-08-08T06:34:04.860671+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,3a094db5dcc47380ac35ca36b9c91c3a59fcc32399d0b01888219151edca95e5,100000,100000.00000000001,1.0000000000000002,1632642.5952727902,16.3264259527279,1.362052142770409,4.991227076337479,11,False
2026-08-08,2026-08-08T06:34:05.092220+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,182bc24c1f415f427766073e52fd4c53c34b03d96f1985f1af4b5ca2413800e7,1000,1000.0,1.0,33080.0,33.08,1.5112588786470038,1.5112588786470038,1,False
2026-08-08,2026-08-08T06:34:05.092220+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,182bc24c1f415f427766073e52fd4c53c34b03d96f1985f1af4b5ca2413800e7,5000,5000.0,1.0,165400.0,33.08,1.5112588786470038,1.5112588786470038,1,False
2026-08-08,2026-08-08T06:34:05.092220+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,182bc24c1f415f427766073e52fd4c53c34b03d96f1985f1af4b5ca2413800e7,10000,10000.0,1.0,330800.0,33.08,1.5112588786470038,1.5112588786470038,1,False
2026-08-08,2026-08-08T06:34:05.092220+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,182bc24c1f415f427766073e52fd4c53c34b03d96f1985f1af4b5ca2413800e7,25000,25000.0,1.0,827000.0,33.08,1.5112588786470038,1.5112588786470038,1,False
2026-08-08,2026-08-08T06:34:05.092220+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,182bc24c1f415f427766073e52fd4c53c34b03d96f1985f1af4b5ca2413800e7,50000,50000.0,1.0,1654000.0,33.08,1.5112588786470038,1.5112588786470038,1,False
2026-08-08,2026-08-08T06:34:05.092220+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,182bc24c1f415f427766073e52fd4c53c34b03d96f1985f1af4b5ca2413800e7,100000,100000.0,1.0,3308000.0,33.08,1.5112588786470038,1.5112588786470038,1,False
