date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-09-24,2026-09-24T10:40:59.497254+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,12c5a24df45685f44298e6f866cfa640df43d8ab0ceebe7a5f74dace10b6d393,1000,1000.0,1.0,16462.9,16.4629,0.030371227512926424,0.030371227512926424,1,False
2026-09-24,2026-09-24T10:40:59.497254+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,12c5a24df45685f44298e6f866cfa640df43d8ab0ceebe7a5f74dace10b6d393,5000,5000.0,1.0,82314.5,16.4629,0.030371227512926424,0.030371227512926424,1,False
2026-09-24,2026-09-24T10:40:59.497254+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,12c5a24df45685f44298e6f866cfa640df43d8ab0ceebe7a5f74dace10b6d393,10000,10000.0,1.0,164629.0,16.4629,0.030371227512926424,0.030371227512926424,1,False
2026-09-24,2026-09-24T10:40:59.497254+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,12c5a24df45685f44298e6f866cfa640df43d8ab0ceebe7a5f74dace10b6d393,25000,25000.0,1.0,411569.7511007701,16.462790044030804,0.09716118265279405,0.6985382328195122,4,False
2026-09-24,2026-09-24T10:40:59.497254+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,12c5a24df45685f44298e6f866cfa640df43d8ab0ceebe7a5f74dace10b6d393,50000,50000.0,1.0,823034.5505131701,16.460691010263403,1.3721658248344593,5.314964814931988,7,False
2026-09-24,2026-09-24T10:40:59.497254+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,12c5a24df45685f44298e6f866cfa640df43d8ab0ceebe7a5f74dace10b6d393,100000,100000.0,1.0,1645561.28858275,16.4556128858275,4.456743276569641,7.866147926101075,10,False
2026-09-24,2026-09-24T10:40:59.798883+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,61095e10c14203927f09d3c939c54748881d40503f58845df92fc93acfcbe7f9,1000,1000.0,1.0,33400.0,33.4,1.4967819188749232,1.4967819188749232,1,False
2026-09-24,2026-09-24T10:40:59.798883+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,61095e10c14203927f09d3c939c54748881d40503f58845df92fc93acfcbe7f9,5000,5000.0,1.0,167000.0,33.4,1.4967819188749232,1.4967819188749232,1,False
2026-09-24,2026-09-24T10:40:59.798883+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,61095e10c14203927f09d3c939c54748881d40503f58845df92fc93acfcbe7f9,10000,10000.0,1.0,334000.0,33.4,1.4967819188749232,1.4967819188749232,1,False
2026-09-24,2026-09-24T10:40:59.798883+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,61095e10c14203927f09d3c939c54748881d40503f58845df92fc93acfcbe7f9,25000,25000.0,1.0,835000.0,33.4,1.4967819188749232,1.4967819188749232,1,False
2026-09-24,2026-09-24T10:40:59.798883+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,61095e10c14203927f09d3c939c54748881d40503f58845df92fc93acfcbe7f9,50000,50000.0,1.0,1670000.0,33.4,1.4967819188749232,1.4967819188749232,1,False
2026-09-24,2026-09-24T10:40:59.798883+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,61095e10c14203927f09d3c939c54748881d40503f58845df92fc93acfcbe7f9,100000,100000.0,1.0,3339762.9145,33.397629144999996,2.2065124981307527,7.483909594371285,3,False
