date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-08-11,2026-08-11T06:43:32.547275+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,1b5ef14b01e6ee7376cbbfd32fb566c773aaa8fb64c0c18438d9d08656d68284,1000,1000.0,1.0,16347.4,16.3474,0.4587675058032037,0.4587675058032037,1,False
2026-08-11,2026-08-11T06:43:32.547275+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,1b5ef14b01e6ee7376cbbfd32fb566c773aaa8fb64c0c18438d9d08656d68284,5000,5000.0,1.0,81737.0,16.3474,0.4587675058032037,0.4587675058032037,1,False
2026-08-11,2026-08-11T06:43:32.547275+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,1b5ef14b01e6ee7376cbbfd32fb566c773aaa8fb64c0c18438d9d08656d68284,10000,10000.0,1.0,163474.0,16.3474,0.4587675058032037,0.4587675058032037,1,False
2026-08-11,2026-08-11T06:43:32.547275+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,1b5ef14b01e6ee7376cbbfd32fb566c773aaa8fb64c0c18438d9d08656d68284,25000,25000.0,1.0,408683.69955466,16.3473479821864,0.49058628260767456,0.5199365065766681,2,False
2026-08-11,2026-08-11T06:43:32.547275+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,1b5ef14b01e6ee7376cbbfd32fb566c773aaa8fb64c0c18438d9d08656d68284,50000,50000.0,1.0,817364.39910932,16.3472879821864,0.527287683070865,0.5811055073512428,3,False
2026-08-11,2026-08-11T06:43:32.547275+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,1b5ef14b01e6ee7376cbbfd32fb566c773aaa8fb64c0c18438d9d08656d68284,100000,100000.0,1.0,1634723.04302142,16.3472304302142,0.5624916493918164,0.6422745081247072,4,False
2026-08-11,2026-08-11T06:43:32.802557+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,4b0f339d6762295b05ee0ed905e1501258655cbe5f8151bc1900450269a3b939,1000,1000.0,1.0,33100.0,33.1,1.5103458692045102,1.5103458692045102,1,False
2026-08-11,2026-08-11T06:43:32.802557+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,4b0f339d6762295b05ee0ed905e1501258655cbe5f8151bc1900450269a3b939,5000,5000.0,1.0,165500.0,33.1,1.5103458692045102,1.5103458692045102,1,False
2026-08-11,2026-08-11T06:43:32.802557+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,4b0f339d6762295b05ee0ed905e1501258655cbe5f8151bc1900450269a3b939,10000,10000.0,1.0,331000.0,33.1,1.5103458692045102,1.5103458692045102,1,False
2026-08-11,2026-08-11T06:43:32.802557+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,4b0f339d6762295b05ee0ed905e1501258655cbe5f8151bc1900450269a3b939,25000,25000.0,1.0,827500.0,33.1,1.5103458692045102,1.5103458692045102,1,False
2026-08-11,2026-08-11T06:43:32.802557+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,4b0f339d6762295b05ee0ed905e1501258655cbe5f8151bc1900450269a3b939,50000,50000.0,1.0,1655000.0,33.1,1.5103458692045102,1.5103458692045102,1,False
2026-08-11,2026-08-11T06:43:32.802557+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,4b0f339d6762295b05ee0ed905e1501258655cbe5f8151bc1900450269a3b939,100000,100000.0,1.0,3310000.0,33.1,1.5103458692045102,1.5103458692045102,1,False
