id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.16,456396784,26246095,395095043.9249481,0.3,2026-08-08T06:30:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.16,161370728,7846226,139700459.12,0.3,2026-08-08T06:30:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,262.8,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.19523,56587523,12503.65,289851043.8436312,0.2,2026-08-08T06:30:20.000Z
eurite,euri,Eurite,EUR,1.16,38282768,18638114,33139851.48990108,0.3,2026-08-08T06:30:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.16,32370070,263508,28006541.34875241,0.2,2026-08-08T06:30:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.195339,30992263,197497,158658989.2874266,0.2,2026-08-08T06:30:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.16,27265353,621322,23594385.31125025,0.3,2026-08-08T06:30:20.000Z
xsgd,xsgd,XSGD,SGD,0.78179,12223489,445917,15635252.029569,0.3,2026-08-08T06:30:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.556202,9534996,19.44,17143032.563007,-13.9,2026-08-08T06:30:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.442e-05,9461917,8.27,173856905811.0,-1.1,2026-08-08T06:30:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.21,7131760,15.49,5907155.64,0.3,2026-08-08T06:30:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.15,6780008,480517,6000000.0,-1.6,2026-08-08T06:30:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061239,4530443,20269,73979922.21510787,0.7,2026-08-08T06:30:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01625181,3656852,5092.34,225011899.7613014,-0.4,2026-08-08T06:30:20.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,260.7,2026-06-21T12:25:40.000Z
par-stablecoin,par,Parallel,EUR,1.23,2760981,0.750751,2240894.0,-0.8,2026-08-08T06:30:20.000Z
brl1,brl1,BRL1,BRL,0.196096,2359220,494369,12030917.54,0.5,2026-08-08T06:30:20.000Z
mxnb,mxnb,MXNB,MXN,0.058331,2085437,102875,35751651.12821,0.5,2026-08-08T06:30:20.000Z
compliant-naira,cngn,Compliant Naira,NGN,0.00071542,1823281,3.84,2548549226.197958,-0.2,2026-08-08T06:30:20.000Z
celo-euro,eurm,Mento Euro,EUR,1.15,1697978,10055.71,1478332.636351316,0.2,2026-08-08T06:30:20.000Z
decentralized-euro,deuro,Decentralized Euro,EUR,1.15,1678247,3.49,1455785.969283271,0.0,2026-08-03T23:52:30.000Z
ageur,eura,EURA,EUR,1.15,1663952,11487.66,1440774.425089783,0.5,2026-08-08T06:30:20.000Z
brazilian-real,wbrl,Brazilian real,BRL,0.193986,1592657,250.25,8210152.499999999,0.0,2026-08-08T06:30:20.000Z
bilira,tryb,BiLira,TRY,0.02028526,1261551,69.99,62190499.273955,-0.5,2026-08-08T06:30:20.000Z
anchored-coins-eur,aeur,Anchored Coins AEUR,EUR,1.14,1124108,8928.66,983181.76,0.1,2026-07-31T11:00:20.000Z
idrx,idrx,IDRX,IDR,5.615e-05,1040755,11228.19,18534124233.14,-0.1,2026-08-08T06:30:20.000Z
jarvis-synthetic-euro,jeur,Jarvis Synthetic Euro,EUR,1.16,626641,146.81,542094.363797313,1.7,2026-08-08T06:30:20.000Z
newrails-euro,eurw,Newrails Euro,EUR,1.15,542738,2798009,469934.4936,0.3,2026-08-08T06:30:20.000Z
tether-eurt,eurt,Euro Tether,EUR,0.05091,211475,1.14,4153902.7318629995,1.2,2026-08-08T06:30:20.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.195208,210320,1637.19,1077411.040401273,0.2,2026-08-08T06:30:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,185116,3992.04,160000.0,0.4,2026-08-08T06:30:20.000Z
