coin_id,peg_ccy,base,target,market_name,market_identifier,converted_volume_usd,bid_ask_spread_pct,cost_to_move_up_usd,cost_to_move_down_usd,trust_score,is_stale,is_anomaly,last_traded_at,target_coin_id,snapshot_utc
eurc,EUR,EURC,WETH,Aerodrome Slipstream 3,aerodrome-slipstream-3,5081752,0.603016,14231.816804434486,14189.055016767552,,False,False,2026-09-21T11:12:24+00:00,l2-standard-bridged-weth-base,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Coinbase Exchange,gdax,4933511,0.018711,484119.64518784184,397296.67571535637,,False,False,2026-09-21T11:12:29+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Aerodrome Slipstream 3,aerodrome-slipstream-3,4695438,0.603241,10798.32968278322,10765.884360629492,,False,False,2026-09-21T11:12:24+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,2372749,0.60292,27616.676130582895,27533.697375516676,,False,False,2026-09-21T11:12:29+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Ethereum),uniswap-v4-ethereum,2361833,0.60281,51145.308495150945,50991.63417148005,,False,False,2026-09-21T11:11:26+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Orca,orca,2103122,0.603379,9560.151081564885,9531.426066605003,,False,False,2026-09-21T11:12:31+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USD,Kraken,kraken,872393,0.029615,213762.89381336997,102210.25351324999,,False,False,2026-09-21T11:12:26+00:00,,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V3 (Ethereum),uniswap_v3,719292,0.602818,59576.57266064688,59397.5652447248,,False,False,2026-09-21T11:00:47+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,685099,0.607846,1026.8642748345126,1023.7788955968068,,False,False,2026-09-21T11:10:46+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,CBBTC,Aerodrome SlipStream,aerodrome-slipstream,553489,0.603444,7345.689080134972,7323.617773215523,,False,False,2026-09-21T11:12:29+00:00,coinbase-wrapped-btc,2026-09-21T11:14:01Z
eurc,EUR,EURC,EUR,Kraken,kraken,385965,0.02,120900.13778151547,123572.76515453502,,False,False,2026-09-21T10:58:42+00:00,,2026-09-21T11:14:01Z
eurc,EUR,EURC,EURCV,Uniswap V3 (Ethereum),uniswap_v3,378391,0.602775,116039.39739074546,115690.73831647493,,False,False,2026-09-21T10:40:06+00:00,eur-coinvertible,2026-09-21T11:14:01Z
eurc,EUR,EURC,EUR0,Uniswap V3 (Ethereum),uniswap_v3,360994,0.607142,2169.3401683225643,2162.8220361030535,,False,False,2026-09-21T11:12:27+00:00,usual-eur,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Aero (Arc),aero-arc,180979,0.603617,7235.429823146539,7213.689807937801,,False,False,2026-09-21T11:12:26+00:00,usdc,2026-09-21T11:14:01Z
bitcoin,EUR,BTC,EURC,Kraken,kraken,178500,0.016519,215835.7716892325,102704.48633228993,,False,False,2026-09-21T11:06:50+00:00,eurc,2026-09-21T11:14:01Z
eurc,EUR,EURC,EURE,Uniswap V3 (Ethereum),uniswap_v3,171054,4.327572,1108.883469071018,1105.5516499432583,,False,False,2026-09-21T10:58:40+00:00,monerium-eur-money,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,141838,0.605459,2997.0752853448575,2988.070089540637,,True,False,2026-09-19T13:55:39+00:00,usdc,2026-09-21T11:14:01Z
bitcoin,EUR,BTC,EURC,Kanga Global,kanga,129261,1.292651,178691.56612719246,324851.13748273114,,False,False,2026-09-21T11:08:29+00:00,eurc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,126824,,9634.335443881891,9605.387530047383,,True,False,2026-09-18T09:48:26+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,WSOL,Raydium (CLMM),raydium-clmm,126084,0.616882,493.10524126158504,491.6236270787978,,False,False,2026-09-21T11:12:27+00:00,wrapped-sol-2,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,113093,0.607133,1564.644872341727,1559.943644612012,,False,False,2026-09-21T11:10:50+00:00,usdc,2026-09-21T11:14:01Z
ethereum,EUR,ETH,EURC,Kanga Global,kanga,107278,0.354347,250017.74578013454,436279.1150756354,,False,False,2026-09-21T11:12:25+00:00,eurc,2026-09-21T11:14:01Z
usdc,EUR,USDC,EURC,Raydium (CLMM),raydium-clmm,105759,0.612732,502.17582926454253,500.6669610379795,,False,False,2026-09-21T11:12:27+00:00,eurc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDT,PancakeSwap V3 (Base),pancakeswap-v3-base,104099,0.605961,1405.281189539995,1401.058795683666,,False,False,2026-09-21T11:09:56+00:00,l2-standard-bridged-usdt-base,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,DefiTuna,fusion-amm,100668,0.712068,85.4849732830922,85.22811990123121,,False,False,2026-09-21T11:12:29+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,WETH,PancakeSwap V3 (Base),pancakeswap-v3-base,99034,0.607536,989.5987524611056,986.6253434923351,,False,False,2026-09-21T11:12:26+00:00,l2-standard-bridged-weth-base,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,98002,,861.5617239139747,858.9730228362256,,True,False,2026-09-16T19:05:13+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Kraken,kraken,88220,0.037451,169399.83530048252,601794.4624121058,,False,False,2026-09-21T11:05:11+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,KRW,Upbit,upbit,86115,0.06398,4705.4057372712405,18304.460203065388,,False,True,2026-09-21T11:12:26+00:00,,2026-09-21T11:14:01Z
eurc,EUR,EURC,EUR,Bit2Me,bit2me,76800,0.02,76830.31214422618,76740.43744539724,,False,False,2026-09-21T11:12:26+00:00,,2026-09-21T11:14:01Z
eurc,EUR,EURC,ETH,De¹,openocean_finance,66751,,,,,True,True,2026-09-21T01:41:16+00:00,ethereum,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDT,De¹,openocean_finance,65888,,,,,True,False,2026-09-15T05:13:33+00:00,tether,2026-09-21T11:14:01Z
usdc,EUR,USDC,EURC,De¹,openocean_finance,64172,,,,,True,False,2026-09-19T22:45:29+00:00,eurc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V3 (Arc),uniswap-v3-arc,60132,0.614081,630.8074233348306,628.9120607492916,,False,False,2026-09-21T11:12:33+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,58229,,609.7615195522372,607.9293927770784,,True,True,2026-09-16T14:52:12+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Velodrome SlipStream (Optimism),velodrome-finance-slipstream,52295,0.604628,2589.8935776017256,2582.111824873511,,False,False,2026-09-21T11:12:27+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,WETH,Aerodrome SlipStream,aerodrome-slipstream,33314,0.62818,428.75169981437887,427.4634462202498,,False,False,2026-09-21T11:07:53+00:00,l2-standard-bridged-weth-base,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,30369,-200.403838,2001.9181944839813,1995.9031085722218,,True,False,2026-09-16T19:13:44+00:00,usdc,2026-09-21T11:14:01Z
solana,EUR,SOL,EURC,Kraken,kraken,30102,0.069115,69270.91268513759,65531.99522583485,,False,False,2026-09-21T11:12:26+00:00,eurc,2026-09-21T11:14:01Z
eurc,EUR,EURC,EUR,Bitstamp by Robinhood,bitstamp,28466,1.840184,40773.35963145809,37531.17461538461,,False,True,2026-09-21T10:39:29+00:00,,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,28456,,830.1218494637526,827.6276145566962,,True,True,2026-09-16T13:40:20+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Bitstamp by Robinhood,bitstamp,27572,1.031196,11367.30912835495,7993.351607947075,,False,True,2026-09-21T11:10:46+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,USDC,Kanga Global,kanga,27337,0.147968,183977.90972808158,328637.775047932,,False,False,2026-09-21T11:12:25+00:00,usdc,2026-09-21T11:14:01Z
eurc,EUR,EURC,HOLLAR,Hydration,hydradx,26791,,,,,True,False,2026-09-20T23:34:28+00:00,hydrated-dollar,2026-09-21T11:14:01Z
eurc,EUR,EURC,ETH,Uniswap V4 (Ethereum),uniswap-v4-ethereum,25521,0.603341,10943.660156287624,10910.778165299907,,False,True,2026-09-21T09:35:08+00:00,ethereum,2026-09-21T11:14:01Z
