date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-08-20,2026-08-20T06:11:52.653032+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,e5e2ff6294f2544755d1da0c1e793e1048cb806b2bb56315cc04ea14ecbcd0d6,1000,1000.0,1.0,16142.600000000002,16.1426,1.734240093154149,1.734240093154149,1,False
2026-08-20,2026-08-20T06:11:52.653032+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,e5e2ff6294f2544755d1da0c1e793e1048cb806b2bb56315cc04ea14ecbcd0d6,5000,5000.0,1.0,80713.00000000001,16.1426,1.734240093154149,1.734240093154149,1,False
2026-08-20,2026-08-20T06:11:52.653032+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,e5e2ff6294f2544755d1da0c1e793e1048cb806b2bb56315cc04ea14ecbcd0d6,10000,10000.0,1.0,161426.00000000003,16.1426,1.734240093154149,1.734240093154149,1,False
2026-08-20,2026-08-20T06:11:52.653032+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,e5e2ff6294f2544755d1da0c1e793e1048cb806b2bb56315cc04ea14ecbcd0d6,25000,25000.0,1.0,403565.00000000006,16.1426,1.734240093154149,1.734240093154149,1,False
2026-08-20,2026-08-20T06:11:52.653032+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,e5e2ff6294f2544755d1da0c1e793e1048cb806b2bb56315cc04ea14ecbcd0d6,50000,50000.0,1.0,807130.0000000001,16.1426,1.734240093154149,1.734240093154149,1,False
2026-08-20,2026-08-20T06:11:52.653032+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,e5e2ff6294f2544755d1da0c1e793e1048cb806b2bb56315cc04ea14ecbcd0d6,100000,100000.0,1.0,1614260.0000000002,16.1426,1.734240093154149,1.734240093154149,1,False
2026-08-20,2026-08-20T06:11:52.852951+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,a646237954bd9813823ce07297b494ddc923b61557ba4759b158a167ba53be1f,1000,1000.0,1.0,32810.0,32.81,1.5236934328799467,1.5236934328799467,1,False
2026-08-20,2026-08-20T06:11:52.852951+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,a646237954bd9813823ce07297b494ddc923b61557ba4759b158a167ba53be1f,5000,5000.0,1.0,164050.0,32.81,1.5236934328799467,1.5236934328799467,1,False
2026-08-20,2026-08-20T06:11:52.852951+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,a646237954bd9813823ce07297b494ddc923b61557ba4759b158a167ba53be1f,10000,10000.0,1.0,328100.0,32.81,1.5236934328799467,1.5236934328799467,1,False
2026-08-20,2026-08-20T06:11:52.852951+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,a646237954bd9813823ce07297b494ddc923b61557ba4759b158a167ba53be1f,25000,25000.0,1.0,820250.0,32.81,1.5236934328799467,1.5236934328799467,1,False
2026-08-20,2026-08-20T06:11:52.852951+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,a646237954bd9813823ce07297b494ddc923b61557ba4759b158a167ba53be1f,50000,50000.0,1.0,1640500.0,32.81,1.5236934328799467,1.5236934328799467,1,False
2026-08-20,2026-08-20T06:11:52.852951+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,a646237954bd9813823ce07297b494ddc923b61557ba4759b158a167ba53be1f,100000,100000.0,1.0,3281000.0,32.81,1.5236934328799467,1.5236934328799467,1,False
