date,collected_utc,venue,pair,corridor,stablecoin,off_ramp_action,raw_file,raw_sha256,requested_stablecoin_usd,filled_stablecoin_usd,fill_rate,quote_proceeds,vwap_quote_per_stablecoin,average_slippage_bps,terminal_impact_bps,levels_used,book_exhausted
2026-09-25,2026-09-25T10:42:46.938332+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,a6a6084dd2d5f50eebf2f3a4be600738f88679bdf8b3c1c989f935e5eb24be77,1000,1000.0,1.0,16366.499999999998,16.3665,0.0305501159370003,0.0305501159370003,1,False
2026-09-25,2026-09-25T10:42:46.938332+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,a6a6084dd2d5f50eebf2f3a4be600738f88679bdf8b3c1c989f935e5eb24be77,5000,5000.0,1.0,81832.49999999999,16.3665,0.0305501159370003,0.0305501159370003,1,False
2026-09-25,2026-09-25T10:42:46.938332+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,a6a6084dd2d5f50eebf2f3a4be600738f88679bdf8b3c1c989f935e5eb24be77,10000,10000.0,1.0,163664.99999999997,16.3665,0.0305501159370003,0.0305501159370003,1,False
2026-09-25,2026-09-25T10:42:46.938332+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,a6a6084dd2d5f50eebf2f3a4be600738f88679bdf8b3c1c989f935e5eb24be77,25000,25000.0,1.0,409162.49999999994,16.3665,0.0305501159370003,0.0305501159370003,1,False
2026-09-25,2026-09-25T10:42:46.938332+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,a6a6084dd2d5f50eebf2f3a4be600738f88679bdf8b3c1c989f935e5eb24be77,50000,50000.0,1.0,818324.9999999999,16.3665,0.0305501159370003,0.0305501159370003,1,False
2026-09-25,2026-09-25T10:42:46.938332+00:00,valr,USDTZAR,ZAR,USDT,sell_stablecoin_base_hit_bids,valr_usdtzar_raw.json,a6a6084dd2d5f50eebf2f3a4be600738f88679bdf8b3c1c989f935e5eb24be77,100000,100000.0,1.0,1636610.08467436,16.3661008467436,0.274433681134445,1.069254057817215,6,False
2026-09-25,2026-09-25T10:42:47.287960+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,cda4d2a2ae132666f1b4cb63303d3aef8f6c67fcc1f97e440bb3ffee19eed691,1000,1000.0,1.0,33290.0,33.29,1.5017269860351234,1.5017269860351234,1,False
2026-09-25,2026-09-25T10:42:47.287960+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,cda4d2a2ae132666f1b4cb63303d3aef8f6c67fcc1f97e440bb3ffee19eed691,5000,5000.0,1.0,166450.0,33.29,1.5017269860351234,1.5017269860351234,1,False
2026-09-25,2026-09-25T10:42:47.287960+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,cda4d2a2ae132666f1b4cb63303d3aef8f6c67fcc1f97e440bb3ffee19eed691,10000,10000.0,1.0,332900.0,33.29,1.5017269860351234,1.5017269860351234,1,False
2026-09-25,2026-09-25T10:42:47.287960+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,cda4d2a2ae132666f1b4cb63303d3aef8f6c67fcc1f97e440bb3ffee19eed691,25000,25000.0,1.0,832250.0,33.29,1.5017269860351234,1.5017269860351234,1,False
2026-09-25,2026-09-25T10:42:47.287960+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,cda4d2a2ae132666f1b4cb63303d3aef8f6c67fcc1f97e440bb3ffee19eed691,50000,50000.0,1.0,1664500.0,33.29,1.5017269860351234,1.5017269860351234,1,False
2026-09-25,2026-09-25T10:42:47.287960+00:00,bitkub,usdt_thb,THB,USDT,sell_stablecoin_base_hit_bids,bitkub_usdt_thb_raw.json,cda4d2a2ae132666f1b4cb63303d3aef8f6c67fcc1f97e440bb3ffee19eed691,100000,100000.0,1.0,3329000.0,33.29,1.5017269860351234,1.5017269860351234,1,False
