coin_id,peg_ccy,base,target,market_name,market_identifier,converted_volume_usd,bid_ask_spread_pct,cost_to_move_up_usd,cost_to_move_down_usd,trust_score,is_stale,is_anomaly,last_traded_at,target_coin_id,snapshot_utc
eurc,EUR,EURC,USDC,Coinbase Exchange,gdax,5299846,0.018696,311469.8549874163,468854.0391438183,,False,False,2026-09-19T09:49:42+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Uniswap V4 (Ethereum),uniswap-v4-ethereum,4026778,0.602852,51117.96399022306,50964.371827524985,,False,False,2026-09-19T09:46:25+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Aerodrome Slipstream 3,aerodrome-slipstream-3,3993139,0.603321,11376.297523300444,11342.115603605154,,False,False,2026-09-19T09:49:32+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,WETH,Aerodrome Slipstream 3,aerodrome-slipstream-3,3656342,0.603032,18324.06054737538,18269.00295373921,,False,False,2026-09-19T09:49:32+00:00,l2-standard-bridged-weth-base,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,3540343,0.60294,30353.12752560464,30261.926661223584,,False,False,2026-09-19T09:49:39+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Uniswap V3 (Ethereum),uniswap_v3,1762290,0.60285,60037.23695139716,59856.84539535738,,False,False,2026-09-19T09:45:24+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Orca,orca,1615284,0.603463,9174.311119885,9146.745423284923,,False,False,2026-09-19T09:48:41+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,EUR,Kraken,kraken,1325762,0.029991,226208.11817860277,216792.26542514766,,False,False,2026-09-19T09:46:24+00:00,,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Aero (Arc),aero-arc,1257858,0.603838,7722.287435823889,7699.0845784395215,,False,False,2026-09-19T09:44:29+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USD,Kraken,kraken,898136,0.148662,56314.83604515,220896.50609608003,,False,False,2026-09-19T09:49:36+00:00,,2026-09-19T09:51:24Z
eurc,EUR,EURC,EURCV,Uniswap V3 (Ethereum),uniswap_v3,728885,0.602779,115616.03114553887,115268.64414339598,,False,False,2026-09-19T08:59:16+00:00,eur-coinvertible,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Aerodrome SlipStream,aerodrome-slipstream,713404,0.605844,2157.3901371962475,2150.9079107715247,,False,False,2026-09-19T09:48:52+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,CBBTC,Aerodrome SlipStream,aerodrome-slipstream,529439,0.603488,6354.848915997476,6335.754748068287,,False,False,2026-09-19T09:45:27+00:00,coinbase-wrapped-btc,2026-09-19T09:51:24Z
eurc,EUR,EURC,EUR,Bit2Me,bit2me,403737,0.019996,114686.93752088214,102789.66387095535,,False,False,2026-09-19T09:49:30+00:00,,2026-09-19T09:51:24Z
eurc,EUR,EURC,EURE,Uniswap V3 (Ethereum),uniswap_v3,218610,0.609198,1101.1860847115365,1097.877393615854,,False,False,2026-09-19T09:45:24+00:00,monerium-eur-money,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,211918,0.605562,2997.5862889307464,2988.5795577338813,,False,False,2026-09-19T09:49:31+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Uniswap V4 (Arc),uniswap-v4-arc,210490,0.611018,1201.2716001019382,1197.6621859421193,,False,False,2026-09-19T09:49:31+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,KRW,Upbit,upbit,207915,0.063492,27549.606055000084,21153.822712932837,,False,True,2026-09-19T09:44:29+00:00,,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDC,Kraken,kraken,202556,0.226244,169303.69915880408,604334.2211691624,,False,False,2026-09-19T09:39:56+00:00,usdc,2026-09-19T09:51:24Z
eurc,EUR,EURC,USDT,PancakeSwap V3 (Base),pancakeswap-v3-base,187891,0.606948,1239.6470029959582,1235.922283752274,,False,False,2026-09-19T09:46:58+00:00,l2-standard-bridged-usdt-base,2026-09-19T09:51:24Z
ethereum,EUR,ETH,EURC,Kanga Global,kanga,145360,0.345845,179139.12202471917,753484.7527522988,,False,False,2026-09-19T09:49:29+00:00,eurc,2026-09-19T09:51:24Z
