id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
euro-coin,eurc,EURC,EUR,1.17,466194896,48633746,398776043.1272471,0.2,2026-08-21T06:09:20.000Z
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,EUR,1.17,169531143,32334463,144970985.84,0.2,2026-08-21T06:09:20.000Z
royal-euro,reur,Royal Euro,EUR,4.13,62008637,19804868,15000000.0,262.8,2026-06-29T19:55:10.000Z
brz,brz,Brazilian Digital,BRL,0.193316,55193633,5735.49,285516338.9724153,0.3,2026-08-21T06:09:20.000Z
eurite,euri,Eurite,EUR,1.17,38732406,17512333,33139851.48990108,0.1,2026-08-21T06:09:20.000Z
monerium-eur-money-2,eure,Monerium EUR emoney,EUR,1.17,33063008,664555,28327374.25748624,-0.3,2026-08-21T06:09:20.000Z
monerium-eur-money,eure,Monerium EUR emoney [OLD],EUR,1.17,27955882,551633,23953164.42998408,-0.1,2026-08-21T06:09:20.000Z
brla-digital-brla,brla,BRLA Digital BRLA,BRL,0.193267,23379902,305590,120975102.6064263,0.4,2026-08-21T06:09:20.000Z
xsgd,xsgd,XSGD,SGD,0.786948,12136349,2196906,15422550.179569,0.1,2026-08-21T06:09:20.000Z
rupiah-token,idrt,Rupiah Token,IDR,5.585e-05,9710422,171.83,173856905811.0,2.0,2026-08-21T06:09:20.000Z
stablr-euro,eurr,StablR Euro,EUR,0.498828,8551227,49.34,17143032.563007,-1.1,2026-08-21T06:09:20.000Z
stasis-eurs,eurs,STASIS EURO,EUR,1.19,7024417,15.95,5907155.64,-0.7,2026-08-21T06:09:20.000Z
bilira,tryb,BiLira,TRY,0.02055096,5877604,30.8,286001377.600774,1.4,2026-08-20T07:43:20.000Z
quantoz-eurq,eurq,Quantoz EURQ,EUR,1.17,5395184,4137802,4613598.585709,3.5,2026-08-21T06:09:20.000Z
zarp-stablecoin,zarp,ZARP Stablecoin,ZAR,0.061628,4560331,1093.33,73979922.21510787,-0.5,2026-08-21T06:09:20.000Z
pht-stablecoin,pht,PHT Stablecoin,PHP,0.01607427,3616902,101.08,225011899.7613014,0.0,2026-08-14T17:36:40.000Z
vnx-euro,veur,VNX EURO,EUR,1.043,2884205,0.104,2764082.75105,260.7,2026-06-21T12:25:40.000Z
